Id,Comment,Attack
585,"`NEWLINE_TOKENNEWLINE_TOKEN:Yo, i started checking Shakespearian authorship, when i thought, ``hang on, by the time i finish checking this, someone will probably have edited it``, So i propose that we use the form:NEWLINE_TOKENNEWLINE_TOKENArticle (The bellman checked -  and also leave a note on the talk page saying, ``This page has been reviewed and judged to be ready to be saved in static form as part of the William Shakespeare WikiReader. If you believe that the version of this page which was checked (), is not suitable for static reproduction, please raise your concerns on this talk page.NEWLINE_TOKENNEWLINE_TOKENThis makes sure we dont miss some error which is discovered between now and when we finish the wikireader, that we know what we checked, and it also helps publicise it a bit aswell (which can only be a good thing) 06:23, 2004 Nov 27 (UTC)`",0
586,"NEWLINE_TOKENNEWLINE_TOKEN:I may have left in '86 but my parents still live in the same house. Since you're in the area why don't you go and check - I haven't been up there for about 18 months so things may have been cleaned up, but it didn't look too hopeful since it has been in that state for at least the last ten years. I'd check myself but I actually reside in Australia, so a quick trip is not really feasible right now. If I'm wrong I'll be more than happy to retract my statement, but since the problems appear to be somewhat entrenched, I'm not too hopeful. The area I'm thinking of in particular is the section of Livingstone Walk between Henry Wells Square and the main residential section - there was a major park there that is now closed and unquestionably surrounded by barbed wire. Further on is The Dell which when I visited last was strewn with houshold rubbish and used syringes. I don't think the evidence of my own eyes counts as 'POV'. As for the implication that I might simply be lying about this - why would I want to do that? These places are not the only examples - a tour of the area on foot will confirm what I'm suggesting. As for the CCTV info, it may be true, but it isn't actually very interesting, nor is it worded in a way which makes much sense. Read the sentence again - it does not tell you anything unless you already know what it's meant to be saying. If it can be reworded to say something interesting it might be worth keeping. (Since the UK now seems to be infested with surveillance systems, I don't think that singling Hemel out is really worth a mention). ",1
587,"`NEWLINE_TOKENNEWLINE_TOKEN:Let me explain the problems in your paragraph, which for ease of reference I include below.NEWLINE_TOKENNEWLINE_TOKEN::Prime Minister Blair is known in Britain as well as the United States for his personal closeness to US President Bush. The two's coordination is uncanny, rarely ever voicing direct disagreements and presenting united stances on most issues; sometimes with Blair going against the Labour party as well as the majority of British citizens. In May, he backed the controversial Israeli withdrawal plan for the Gaza Strip, a radical departure from traditional British politics toward the region, and a move that put the British government in the position of being the only major nation besides the US to support it. He acquiesced to American requests in October to send Scotland's prestigious Black Watch battalion to Baghdad. Recently, the Prime Minister responded to a question on the environment with a stance very close to what the President Bush's was. This ``special relationship`` between George W. Bush and Tony Blair has drawn a mixed bag of reactions in the UK, but it continues to be strong. In November 2004, the Prime Minister travelled to Washington in hopes of using the close friendship to influence the President's stances on a European summit, environment/climate control, and an Israeli-Palestinian peace plan.NEWLINE_TOKENNEWLINE_TOKEN:The first sentence is acceptable and is in the article. The second is where the problems start. ``The two's coordination is uncanny`` is the sort of statement one would make about two lovers, and will carry this meaning to readers. As for ``rarely ever voicing direct disagreements``, you will find this in most public utterances in diplomacy, regardless of any actual disagreements. For example read the press conference with Blair and Chirac earlier this month. The issue of dissent within the Labour Party over Blair has already been covered in the article and needs no repeating here.NEWLINE_TOKENNEWLINE_TOKEN:The UK government's support for the Gaza withdrawal plan is hardly ``a radical departure`` and, even if it was such a statement would be POV. See 'The Chariot of Israel' by Harold Wilson for the full story of British support for Israel over the years to 1981. Also, the Israeli Labour Party has supported it, and that carries weight in its British sister party. Then the use of the term 'acquiesced' which is only used in a subservient relationship and is therefore pejorative, as is the insertion of 'prestigious' before the regiment: this reads as if it magnifies any offence because the regiment involved was more distinguished than others. NEWLINE_TOKENNEWLINE_TOKEN:The remark about the environment lacks any detail but is irrelevant: the UK government policy hasn't changed and is quite distinct from the US, so anything which Blair might have said at a press conference is neither here nor there. Finally we come to a report of Blair's visit to the US which states that it was about the environment (it wasn't - see press conference) and is imprecise. This issue, and the rest of this edit, is better covered in the article as it was, and I have therefore reverted it.  `",0
588,NEWLINE_TOKENNEWLINE_TOKEN==Foundation Issues==NEWLINE_TOKENNEWLINE_TOKENCan be found hereNEWLINE_TOKENNEWLINE_TOKEN ,0
589,"`NEWLINE_TOKENNEWLINE_TOKEN==Video Poker==NEWLINE_TOKENNEWLINE_TOKENVideo Poker machine payout tables only represent a theoretical payout percentage. The vast majority of gamers cannot achieve that payout percentage because they do not play correctly.NEWLINE_TOKENNEWLINE_TOKENIt is essential to draw correctly depending on the content of each dealt hand, and there are strategy tables devised by computer which determine how to do so, depending on the payout table. (Hence you need different strategy tables for different payout tables!)NEWLINE_TOKENNEWLINE_TOKENMy ambition is to add such strategy tables to the Video Poker article, but I can't just copy-and-paste such strategies from an existing book due to copyright. To get around that problem, I have an off-the-shelf analytical program that allows the creation of strategy tables based on a weighting of difficulty vs. accuracy. These tables are slightly different than the published ones, but still accomplish the desired positive payoff.NEWLINE_TOKENNEWLINE_TOKENIf you're interested in getting a good feel for this, there is a training program called ``WinPoker`` available from Zamzow Software, (in the U.S.), that allows you to practice, as well as automatically run through a great number of hands using a given payout table and strategy.NEWLINE_TOKENNEWLINE_TOKENCheers,NEWLINE_TOKENNEWLINE_TOKEN `",0
590,"34, 30 Nov 2004 (UTC)NEWLINE_TOKENNEWLINE_TOKEN::Because you like to accuse me of reverting, when in fact this seems to be your modus operandi. Also, I don't beleive that Shorne is a troll any more than I beleive you are a troll. -  NEWLINE_TOKENNEWLINE_TOKEN::: I have added responses to the above.  This is a tu quoque argument.  Just because I've reverted vandals and trolls does not mean you do not revert as well.  NEWLINE_TOKENNEWLINE_TOKEN::::Then I suggest you look at the reasons for my reverts. I have each time: taken the page to talk. have tried to compromise your reversions. Only reverted you because you reverted yourself, in most cases losing information. Allow my to continue the history log a bit later. Then we'll see. -  NEWLINE_TOKENNEWLINE_TOKEN::: And I'm guessing you're not expert on Shorne, so what you think probably shouldn't have much weight.  01:",1
591,"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN``For some Christians, Mary was believed to have been the same woman that Jesus had rescued from being stoned to death. However most modern scholars believe that the prostitute Jesus rescued and Mary were two seperate persons. However the Mel Gibson movie The Passion of the Christ had portrayed the prostitute and Mary as the same person.``NEWLINE_TOKENIs this ``prostitute`` the woman taken in adultery? Some Christians have historically been discouraged from reading Scripture on their own: could this still be true among some sects?  `",0
592,", and many probably do just that.  I believe this would save a great deal amount of time, as well. ",0
593,"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN::I agree the text is poor but for starters it's better than nothing, there would be no point to the article otherwise.  We should add back the cleanup tag perhaps.  An Encyclopedia is allowed to be a ``how to`` guide for do it yourselfers?  ``Common sense rules`` as a heading probably should be changed to something more like ``Tenets of regional planning`` or something more encyclopedic sounding, I agree.  `",0
594,"You need to learn all 4 cause Japan and Korea used to write in Chinese, also Chinese references to these countries can not be ignored especially when these countries did not compile massive ancient historical information like the Chinese did. Also, there are proof, evidence, documentation in Korean, Japanese and Chinese, in addition to counter arguements for many disputed items. And you need to know english cause this is an english website. NEWLINE_TOKENNEWLINE_TOKEN",0
595,will make the change to create a strong AI heading for the article if no one responds,0
596, It's an unreasonable claim drawn up by conspiracy theorists with no better use for their time. ,1
597,"NEWLINE_TOKENNEWLINE_TOKEN== RfC ==NEWLINE_TOKENNEWLINE_TOKENI have added the diffs, and an explanation as to why you might have arrived at that misaprehension.  NEWLINE_TOKENNEWLINE_TOKENWikipedia:Requests for comment/Slrubenstein",0
598,"`NEWLINE_TOKENNEWLINE_TOKEN== One Addition ==NEWLINE_TOKENNEWLINE_TOKENMustafaa, I promised much more stuff but have been too busy lately.NEWLINE_TOKENOne thing that sticks out and could be fixed quickly is the beginning of the invasion.NEWLINE_TOKENYes, it is my fault for adding only the Argov incident, which now makes it sounds as if it was the main reason for invasion, which is of course wrong. So, the sentence:NEWLINE_TOKEN* ``On 1982-06-06 Israel invaded Lebanon in response to the attempted assassination of Israeli Ambassador Shlomo Argov by Abu Nidal in London on June 4.``NEWLINE_TOKENshould be expanded. This is a quickie list of basic facts:NEWLINE_TOKEN* Israel had been bombing Lebanon/PLO for months, from the air, sea and land; and preparing for the invasion (see below, they couldn't have pulled of the invasion in a matter of days otherwise.)NEWLINE_TOKEN* There was the attempted assassination Shlomo Argov ...NEWLINE_TOKEN* The assassination attempt was used by Begin as an impetus to shortcut the Knesset's debate and move into Lebanon without full approval. NEWLINE_TOKEN* Israel invaded with 60,000 troops.NEWLINE_TOKENNEWLINE_TOKENI'll post links and add more explanations if needed. NEWLINE_TOKEN 08:56, 2004 Dec 2 (UTC)`",0
599,"`=Edits made===NEWLINE_TOKENLet's discuss them here.NEWLINE_TOKENNEWLINE_TOKENMy first change is to the first sentence. I have changed: ``The United States has an established legal tradition of providing strong protection for civil rights and human rights.`` to ``Although the United States has had instances in the past where it has infringed the human and civil rights of people, it has established a legal tradition of providing strong protection for those rights.`` See #My markings up of ``dubious`` for why this was marked as disputed. I have tried a compromise. -  NEWLINE_TOKENNEWLINE_TOKEN==`",0
600,NEWLINE_TOKENNEWLINE_TOKEN==Talk:Christmas==NEWLINE_TOKENThe commercialization of Christmas has been mentioned there by . You can make reply to this part. Click here.,0
601,"Macroevolution theorizes that there is a common ancestor to all vertebrates. The test is that if this were true all vertebrates would share similarities. Since it upholds to this test, all vertebrate are similar it gains support as a theory. You claim to be friends with science. That is how science works. If a theory upholds to tests and gives consistent results, it gains support.  NEWLINE_TOKENNEWLINE_TOKEN",1
602,"NEWLINE_TOKENNEWLINE_TOKEN== hello dan! ==NEWLINE_TOKENNEWLINE_TOKENi am esther and i from spain,i have curly hear and i dont like the chocolat, but i like gominols. i love your films and i think you are excellent!, i dont like boys to his hear is fair,but i like the boys to his hear is black. i sinpatic but i dont talk very good spanish, sorry, jajajja.NEWLINE_TOKENPLEASE, CONTEST ME!NEWLINE_TOKENTHANK YOU!NEWLINE_TOKENESTHER FUENTES, NEWLINE_TOKENPDS:I´VE GOT 13 YEARS OLD.NEWLINE_TOKENGOOD BAY!",1
603,"`NEWLINE_TOKENNEWLINE_TOKEN== Info and links ==NEWLINE_TOKEN* The Cause for InvasionNEWLINE_TOKEN:``The goal was to remake the political landscape—to drive out the Palestine Liberation Organization and install a right-wing Christian Lebanese leader prepared to sign a peace deal with Israel. But Operation Peace for Galilee ended in failure.`` NEWLINE_TOKENNEWLINE_TOKEN:``Israel launched operation ``Peace for Galilee`` and invaded Lebanon in 1982 in what was sold to the Israeli public as a bid to drive the Palestine Liberation Organization back from the northern border. Sharon went on to drive the PLO out of Lebanon and to try to install a more friendly regime there. ... The Israelis stayed, and their effort to install a new regime ended in disaster.`` NEWLINE_TOKENNEWLINE_TOKEN* The Invasion was plannedNEWLINE_TOKEN:``When, in early June 1982, terrorists of the Abu Nidal organization, a PLO splinter group, badly wounded the Israeli ambassador in London during an assassination attempt, Israel seized the pretext for launching its long-planned offensive.`` NEWLINE_TOKENNEWLINE_TOKEN* The Invasion was opposed by the US and the UN:NEWLINE_TOKEN:* See ``U.N. Security Council Resolution 509``NEWLINE_TOKEN:*``On June 6, President Reagan, in France to meet with the G-7 Heads of Government at the Versailles Economic Summit, dispatched Habib to Israel to try to restore the cease-fire. That same day the United States joined a unanimous U.N. Security Council Resolution demanding that Israel withdraw from Lebanon and that the border cease-fire be observed by all parties.`` NEWLINE_TOKENNEWLINE_TOKEN* Other details:NEWLINE_TOKEN:``September 15, 1982: Ariel Sharon arrives in Beirut to personally direct the IDF campaign ... The IDF launches sporadic shellfire at Sabra and Shatila.`` NEWLINE_TOKENNEWLINE_TOKEN:``September 15, 1982: An Israeli divisional intelligence officer, providing an update briefing on the situation in the camps, reports to the Chief of Staff: ``It seems there are no terrorists there, in the camp; Sabra camp is empty.`` (Kahan Commission Final Report, p. 24).NEWLINE_TOKENNEWLINE_TOKEN:``Two Israeli paratroopers tell correspondent Michael Gerti: On Thursday evening, as darkness fell, Palestinian women from Shatila arrived at the post and hysterically told us that the Phalangists were shooting their children and putting the men in trucks. I reported this to my commander, but all he said was: 'It is okay, do not worry.' My order was to tell the women to go back home. However, many women, and entire families as well, ran away from the camps to the north. I went back and repeated my report over and over. Each time, however, the answer was the same: ``It is okay.``...It was possible to stop the massacre in Shatila, even on Thursday; had they acted on what we reported to our commander. (Ha'aretz, September 23, 1982).``NEWLINE_TOKENNEWLINE_TOKEN 05:25, 2004 Dec 3 (UTC)`",0
604,"`What about the PA32-260 and PA32-300 models in the late 60's and early 70's?  They, too, were called ``Cherokee 6's``.`",1
605,"Italian, French, some Arabic and a bit of Maltese.",0
606,Sorry that was a typo on my part. I meant to say Trademark.  .NEWLINE_TOKENNEWLINE_TOKEN,0
607,"NEWLINE_TOKENNEWLINE_TOKEN:It's not 100% clear, but there was a white flash while riding in the Osprey.  I don't remember if there is dialog in HL2 that would clarify.   ",0
608,"new yorkNEWLINE_TOKENi got 100 gunsNEWLINE_TOKENa hundred clipsNEWLINE_TOKENNEWLINE_TOKENnigga, i'm from new yorkNEWLINE_TOKENnew yorkNEWLINE_TOKEN ja rule ft. fat joe and jadakiss - new yorkNEWLINE_TOKENNEWLINE_TOKEN",1
609,"`NEWLINE_TOKENNEWLINE_TOKENThis article talks specifically about Israeli violence, so most contents belongs here, with perhaps some subarticles on long subjects.NEWLINE_TOKENNEWLINE_TOKENP.S. There is nothing POV about this factual title. It does not state ``Israeli violence targeted at children``, does it.NEWLINE_TOKEN 05:32, 2004 Dec 6 (UTC)`",1
610,"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENTAB_TOKENI wrote to `` Tina Kimmel `` < Tina @T Motherlove . Org > who referred me to `` Amber Craig `` < Ambercraig @T Nc . Rr . Com > who referred me to `` Norm Cohen `` < NormCohen @T NOCIRCofMI . org > who sent me this:NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENTAB_TOKENOctober 2004NEWLINE_TOKENNEWLINE_TOKENTAB_TOKENSuffering at the Breast is Not BestNEWLINE_TOKENNEWLINE_TOKENTAB_TOKENLa Leche League Censors While Mothers and Sons SufferNEWLINE_TOKENNEWLINE_TOKENTAB_TOKENTo La Leche League Board of Directors, Staff, Leaders, Members, and Alumnae:NEWLINE_TOKENNEWLINE_TOKENTAB_TOKENIn a shocking display of mixing with religious causes, La Leche League’s Board of Directors has let a small group of women defeat the free exchange of information on circumcision’s negative impact on breastfeeding success.NEWLINE_TOKENNEWLINE_TOKENTAB_TOKENIn April of 2003, NOCIRC signed a contract with La Leche League International as an exhibitor and paid for exhibit space for their international conference held in July 2003.  Shortly before the event, the board of directors vetoed our admission as exhibitors.  Word of our attendance had spread to a minority of Jewish women in the organization who objected to our very presence.NEWLINE_TOKENNEWLINE_TOKENTAB_TOKENNOCIRC has exhibited successfully at literally hundreds of conferences locally, regionally, and nationally.  We are asked back year after year.  Without religious prejudice, we provide information about the traumatic effects of circumcision.  We hand out our information pamphlets in a non-confrontational manner to those who approach our table because they are interested in learning about the issue.  Each year, we have a well-received exhibit booth for physicians attending the American Academy of Pediatrics national conference.NEWLINE_TOKENNEWLINE_TOKENTAB_TOKENNOCIRC already counts among its supporters hundreds of LLL members and former members.  The silent majority of leaders within League are already on our side.    Attendees who were interested would have  appreciated our information; those who were not interested would have just walked on by.NEWLINE_TOKENNEWLINE_TOKENTAB_TOKENThe vast majority of boys who are circumcised in the United States are not sons of Jewish or Muslim parents.  Preventing these non-religious circumcisions has always been the primary focus for NOCIRC.  This painful surgery, the most common procedure that baby boys are forced to experience, puts breastfeeding success at risk.  Good chest-to-chest positioning requires mom to press her son’s wounded penis up against her body, and the pain makes him unable or unwilling to nurse.NEWLINE_TOKENNEWLINE_TOKENTAB_TOKENLa Leche League reported problems with breastfeeding by circumcised infants in their 1981 edition of The Womanly Art of Breastfeeding.  In 1996, LLL ratified the Mother-Friendly Childbirth Initiative, along with 25 other organizations.  The organization accepted ten basic principles for mother-friendly care,  including the requirement that service providers must “discourage non-religious circumcision of the newborn.” (on-line at ).NEWLINE_TOKENNEWLINE_TOKENTAB_TOKENThe breastfeeding relationship does not begin in a vacuum.  In 2002, NOCIRC issued its position statement, “The Effects of Circumcision on Breastfeeding,” available at .  Researchers have found that some male babies are unable to suckle the mother’s breast after circumcision.  The circumcised infant is in pain and is in an exhausted, weakened, and debilitated condition.  The circumcision procedure frequently causes the newborn to withdraw from his environment, interfering with his process of bonding and breastfeeding.NEWLINE_TOKENNEWLINE_TOKENTAB_TOKENLa Leche League claims it is a non-sectarian organization.  However, when it comes to circumcision, it is a religious organization.  A few powerful members are keeping clinical data regarding breastfeeding obstacles out of the hands of all members in order to further their personal religious viewpoint.  For six years now they have systematically excluded NOCIRC from simply having a table at their area and national conferences.NEWLINE_TOKENNEWLINE_TOKENTAB_TOKENThe Board of Directors has placed a higher priority on protecting religious circumcision than on breastfeeding success for the 94% of non-Jewish, non-Muslim  moms.  Jewish boys have seven days to establish breastfeeding before undergoing surgery; non-Jewish boys do not because they are circumcised at birth, and thus they are at a greater risk.NEWLINE_TOKENNEWLINE_TOKENTAB_TOKENThe Board’s action is hypocritical in light of LLL’s own struggle with those who block the promotion of breastfeeding benefits for fear of upsetting parents.  LLL has itself been accused of producing guilt when they describe the advantages of breastfeeding in much the same way that NOCIRC is now being accused by LLL.NEWLINE_TOKENNEWLINE_TOKENTAB_TOKENLLL has an obligation to its members to make available information on how circumcision affects breastfeeding.  New and expectant moms need this information ASAP in order to nurture a successful breastfeeding relationship with their sons.  NOCIRC can help to insure that this happens.NEWLINE_TOKENNEWLINE_TOKENT",0
611," should be used. I know this sounds redundant, but it is more accurate.",1
612,"`NEWLINE_TOKENNEWLINE_TOKEN(Comments by )NEWLINE_TOKENNEWLINE_TOKEN:Could you please provide a reference for these claims?  In particular the claim about the Chernobyl accident could really use some support.  Certainly the core material did melt, and was found in the basement, so it's not clear in what sense this should be removed from the list of meltdowns. Certainly this contradicts our article on the subject:NEWLINE_TOKEN::``[T]he fourth reactor of the Chernobyl power plant [...] suffered a catastrophic nuclear meltdown that resulted in a series of explosions and fire.``NEWLINE_TOKEN:and, later, NEWLINE_TOKEN::``[T]he fuel rods began to melt [...]``.NEWLINE_TOKEN:If you have references to cite, that would be great, as we could fix both articles.  Until then, I'll leave this article in agreement with Chernobyl accident.   `",0
613,"`NEWLINE_TOKENNEWLINE_TOKEN== WikiProject Wiki Syntax ==NEWLINE_TOKENNEWLINE_TOKENGood morning.  Thank you for helping to clean up the Wikisyntax.  I was not aware of that effort until I saw some of your edits.  I do, however, have to disagree with some of the minor changes you've been making in a couple of paragraphs where the author/editor has chosen to itemize his/her arguments.  For example, at Bee learning and communication, someone wrote ``The primary lines of evidence used by the odor plume advocates are 1) clinical experiments with odorless sugar sources which show that worker bees are unable to recruit to those sources and 2) logical difficulties of a small-scale dance...``   You changed those to ``(1)...`` and ``(2)...``. This may be a small point, but I believe it is stylistically incorrect. Surrounding the number on both sides generally indicates a footnote, not a segmented argument.NEWLINE_TOKENNEWLINE_TOKENI'm guessing that this is going to create some false positives on the automated list of possible syntax errors but I'm going to revert those changes.  I've made a comment on the project's Talk page about the problem as I see it.  Thanks.    `",1
614,NEWLINE_TOKENNEWLINE_TOKEN::: Yes.  See paradigm shift. | ,0
615,"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENKia ora, ``Palmerstonian``! Been active for at least two weeks and nobody has put any criticisms on your talk page!!NEWLINE_TOKENNEWLINE_TOKENWell, I don't want to be the first, so I'll just say I have enjoyed a number of refreshment stops and done a bit of land surveying in Palmerston, New Zealand. My daughter, Annabel, is the current ``voice`` of Arena Manawatu; but maybe you don't listen to commercial radio.NEWLINE_TOKENNEWLINE_TOKENImpressive list of proposed projects you have, and remarkable list of achievements in such a short time! Doubtless our paths will cross (or at least meet in a friendly way) from time to time.NEWLINE_TOKENNEWLINE_TOKEN `",1
616,.  See the GFDL article for additional information on the problems with the GFDL,0
617,"`NEWLINE_TOKENNEWLINE_TOKEN::So what are documenting? What the Kalima is called? Or what a committee of Arabic scholars would recommend that 1.2 billion people should be saying? Almost every Muslim I have met in Africa, South Asia, Arabia, and North America will never have heard of that way of referring to it. And I am talking about Arabic speakers, too.NEWLINE_TOKENNEWLINE_TOKEN::My apologies if that sounds testy, and I hate to say this to you, but the logic above sounds very like the argument from the other side in the ``discussion`` on the definition of ``Islamism``—that since it should ``technically`` mean that, we should use the technical definition in this encyclopedia as the ``official`` meaning.—  `",1
618,"NEWLINE_TOKENNEWLINE_TOKEN==The Humungous Image Tagging Project==NEWLINE_TOKENHi. You've helped with the Wikipedia:WikiProject Wiki Syntax, so I thought it worth alerting you to the latest and greatest of Wikipedia fixing project, , which is seeking to put copyright tags on all of the untagged images. There are probably, oh, thirty thousand or so to do (he said, reaching into the air for a large figure). But hey: they're images ... you'll get to see lots of random pretty pictures. That must be better than looking for at at and the the, non? You know you'll love it. best wishes  ",0
619,I'm uber-anal about my AFI,1
620,"`NEWLINE_TOKEN::::Ah yes, resort to the ad hominem method of arrogance that we've all become so familiar with on this page. Now I'm an ``ignorant skeptic``. Thank you very much. But I do not buy it. I do not accept that the status of belief in infants is scientifically falsifiable. Just how exactly do you prove it one way or the other? I'm not saying that infants or children are born with any specific beliefs in any specific gods, but there has been research that indicates humans have a predisposition to what some call magical thinking, which by some accounts, is what got humans to belief in gods. ≠ `",1
621,"`NEWLINE_TOKENNEWLINE_TOKEN== this is a joke, okay? ==NEWLINE_TOKENNEWLINE_TOKENDarling, by DELETING an important poll on the Talk:Jesus page you have made it clear that you are a VANDAL and I will no longer recognize your existence.  Some people do believe that 1+1 does not equal 2 and you cannot CENSOR me for making that point.  As a matter of fact I can provie it right now:NEWLINE_TOKEN==people who agree Eequor is a Vandal==NEWLINE_TOKEN#NEWLINE_TOKEN==people who do not agree Eequor is a Vandal==NEWLINE_TOKEN#NEWLINE_TOKEN==people who disagree that EEquor is a Vandal==NEWLINE_TOKEN#NEWLINE_TOKENSEE!  Now I bet you will delete this also!  Which just proves you are a vandal!NEWLINE_TOKENTo summarizeNEWLINE_TOKEN*Jesus told koansNEWLINE_TOKEN*is ``does 1+1 not equal 2`` not a koan?NEWLINE_TOKEN*arguments against meNEWLINE_TOKEN*I defend myselfNEWLINE_TOKEN*some VANDAL deletes the arguments against meNEWLINE_TOKEN*I defend myself againNEWLINE_TOKENNEWLINE_TOKENIf you do or do not reply to this I will request a comment or arbitration or both but not at exactly the same time and I can prove it.  Darling. `",1
622,NEWLINE_TOKEN* Keep.  ,0
623,"`AndyL,NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENI have deleted your reference to the Canadian Red Ensign and the ``Zundel People``.NEWLINE_TOKENI shall keep doing so.NEWLINE_TOKENNEWLINE_TOKENEVERYDAY.... If I have to.NEWLINE_TOKENFOREVER.NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNext up,NEWLINE_TOKENNEWLINE_TOKENYou can ``expect`` nothing.NEWLINE_TOKENNEWLINE_TOKENSome ``wing-dings`` have put up the Red Ensign at this idiots rally once in a while,.... SO WHAT,....?NEWLINE_TOKENNEWLINE_TOKENThat does NOT make the Red Ensign theirs.NEWLINE_TOKENNEWLINE_TOKENWhy do you try so hard to link the Red Ensign to this bunch of nut-bags,...?NEWLINE_TOKENNEWLINE_TOKENThe Red Ensign is a cherished symbol of Canada.NEWLINE_TOKENNEWLINE_TOKENI'm trying to protect it from getting slandered by reckless people like you.NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENSo AndyL,... why do you keep going to the effort of linking the Red Ensign to ``Zundel-people``,....?NEWLINE_TOKENNEWLINE_TOKENWhy make such a big effort to link such insignificant ``sightings of the Red Ensign`` at Zundel rallies,...?NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENWell,...?NEWLINE_TOKENNEWLINE_TOKENEh,...?NEWLINE_TOKENNEWLINE_TOKENWhy,...?NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENI am prepared to continue this ``debate/deleting`` of the Red Ensign racist-group linking, AD-NAUSEIUM, AD-INFINITUM.NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENArmChairVexillologistDonNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN`",1
624,"NEWLINE_TOKENNEWLINE_TOKEN== Hi! I'm sure you know that there is a deletion process. If you want to keep an article, feel free to vote for it, but don't removed it, that is abuse of process. Thanks,  ",0
